"","origin","destination","dist_num","dist_txt","time_secs","time_mins","time_hours","time_txt","return_stat","status","error_message","input_url"
"82","Merrylands Rd, New South Wales, Australia","Sydney NSW, Australia",26.27,"26.3 km",2075,34.58,0.58,"35 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Merrylands%20-%20Guildford%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"83","Parramatta NSW 2150, Australia","Sydney NSW, Australia",25.56,"25.6 km",2084,34.73,0.58,"35 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Parramatta%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"84","Pennant Hills Rd, New South Wales, Australia","Sydney NSW, Australia",25.84,"25.8 km",1674,27.9,0.47,"28 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Pennant%20Hills%20-%20Epping%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"85","Hunters Hill NSW 2110, Australia","Sydney NSW, Australia",9.01,"9.0 km",924,15.4,0.26,"15 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Ryde%20-%20Hunters%20Hill%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"86","Bringelly Pl, Bonnyrigg Heights NSW 2177, Australia","Sydney NSW, Australia",50.15,"50.1 km",2724,45.4,0.76,"45 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Bringelly%20-%20Green%20Valley%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"87","Fairfield NSW 2165, Australia","Sydney NSW, Australia",30.9,"30.9 km",2654,44.23,0.74,"44 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Fairfield%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"88","Liverpool NSW 2170, Australia","Sydney NSW, Australia",40.5,"40.5 km",2469,41.15,0.69,"41 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Liverpool%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"89","Miranda NSW 2228, Australia","Sydney NSW, Australia",27.61,"27.6 km",2297,38.28,0.64,"38 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Cronulla%20-%20Miranda%20-%20Caringbah%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"90","Heathcote Rd, New South Wales, Australia","Sydney NSW, Australia",43.97,"44.0 km",2570,42.83,0.71,"43 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Sutherland%20-%20Menai%20-%20Heathcote%2c%20NSW%2c%20Australia&destinations=Sydney%2c%20NSW%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"91","Ballarat VIC, Australia","Melbourne VIC, Australia",116.56,"117 km",5213,86.88,1.45,"1 hour 27 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Ballarat%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"92","2349 Ballan-Daylesford Rd, Sailors Falls VIC 3461, Australia","Melbourne VIC, Australia",106.08,"106 km",4636,77.27,1.29,"1 hour 17 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Creswick%20-%20Daylesford%20-%20Ballan%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"93","Pyrenees Hwy, Maryborough VIC 3465, Australia","Melbourne VIC, Australia",170.68,"171 km",7348,122.47,2.04,"2 hours 2 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Maryborough%20-%20Pyrenees%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"94","Bendigo VIC 3550, Australia","Melbourne VIC, Australia",152.5,"153 km",6666,111.1,1.85,"1 hour 51 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Bendigo%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"95","","Melbourne VIC, Australia",NA,NA,NA,NA,NA,NA,"NOT_FOUND","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Heathcote%20-%20Castlemaine%20-%20Kyneton%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"96","Tandarra-Elmore Rd, Victoria, Australia","Melbourne VIC, Australia",197.95,"198 km",8483,141.38,2.36,"2 hours 21 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Loddon%20-%20Elmore%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"97","Barwon, 229 Adderley St, West Melbourne VIC 3003, Australia","Melbourne VIC, Australia",2.4,"2.4 km",573,9.55,0.16,"10 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Barwon%20-%20West%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"98","Geelong VIC 3220, Australia","Melbourne VIC, Australia",75.03,"75.0 km",3992,66.53,1.11,"1 hour 7 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Geelong%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"99","Torquay VIC 3228, Australia","Melbourne VIC, Australia",104.9,"105 km",4848,80.8,1.35,"1 hour 21 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Surf%20Coast%20-%20Bellarine%20Peninsula%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"100","Goulburn Valley Fwy, Mangalore VIC 3663, Australia","Melbourne VIC, Australia",123.51,"124 km",5116,85.27,1.42,"1 hour 25 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Upper%20Goulburn%20Valley%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"101","Wangaratta VIC 3677, Australia","Melbourne VIC, Australia",250.55,"251 km",9572,159.53,2.66,"2 hours 40 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Wangaratta%20-%20Benalla%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"102","1 Koetong Cres, West Wodonga VIC 3690, Australia","Melbourne VIC, Australia",319.08,"319 km",11869,197.82,3.3,"3 hours 18 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Wodonga%20-%20Alpine%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"103","Baw Baw, VIC, Australia","Melbourne VIC, Australia",117.73,"118 km",5733,95.55,1.59,"1 hour 36 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Baw%20Baw%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"104","East Gippsland, VIC, Australia","Melbourne VIC, Australia",357.34,"357 km",15433,257.22,4.29,"4 hours 17 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Gippsland%20-%20East%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"105","Gippsland, VIC, Australia","Melbourne VIC, Australia",322.77,"323 km",15812,263.53,4.39,"4 hours 24 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Gippsland%20-%20South%20West%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"106","Traralgon VIC 3844, Australia","Melbourne VIC, Australia",162.89,"163 km",6843,114.05,1.9,"1 hour 54 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Latrobe%20Valley%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"107","Wellington, VIC, Australia","Melbourne VIC, Australia",221.61,"222 km",9615,160.25,2.67,"2 hours 40 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Wellington%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"108","Brunswick St, Coburg VIC 3058, Australia","Melbourne VIC, Australia",11.82,"11.8 km",1325,22.08,0.37,"22 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Brunswick%20-%20Coburg%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"109","Darebin, VIC, Australia","Melbourne VIC, Australia",12.44,"12.4 km",2042,34.03,0.57,"34 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Darebin%20-%20South%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"110","Essendon VIC 3040, Australia","Melbourne VIC, Australia",12.15,"12.2 km",1346,22.43,0.37,"22 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Essendon%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"111","Melbourne VIC 3004, Australia","Melbourne VIC, Australia",0,"2 m",1,0.02,0,"1 min","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Melbourne%20City%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"112","Port Phillip, VIC, Australia","Melbourne VIC, Australia",4.86,"4.9 km",962,16.03,0.27,"16 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Port%20Phillip%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"113","Stonnington, VIC, Australia","Melbourne VIC, Australia",14.57,"14.6 km",1426,23.77,0.4,"24 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Stonnington%20-%20West%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"114","Yarra, VIC, Australia","Melbourne VIC, Australia",3.79,"3.8 km",865,14.42,0.24,"14 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Yarra%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"115","Boroondara, VIC, Australia","Melbourne VIC, Australia",15.05,"15.1 km",1626,27.1,0.45,"27 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Boroondara%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"116","Manningham, VIC, Australia","Melbourne VIC, Australia",24,"24.0 km",1998,33.3,0.56,"33 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Manningham%20-%20West%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"117","Whitehorse, VIC, Australia","Melbourne VIC, Australia",24.33,"24.3 km",1994,33.23,0.55,"33 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Whitehorse%20-%20West%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"118","Bayside, VIC, Australia","Melbourne VIC, Australia",16.47,"16.5 km",1975,32.92,0.55,"33 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Bayside%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"119","Glen Eira, VIC, Australia","Melbourne VIC, Australia",14.67,"14.7 km",1892,31.53,0.53,"32 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Glen%20Eira%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"120","Kingston VIC 3364, Australia","Melbourne VIC, Australia",128.87,"129 km",5505,91.75,1.53,"1 hour 32 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Kingston%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"121","Stonnington, VIC, Australia","Melbourne VIC, Australia",14.57,"14.6 km",1426,23.77,0.4,"24 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Stonnington%20-%20East%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"122","Banyule, VIC, Australia","Melbourne VIC, Australia",18.15,"18.2 km",1922,32.03,0.53,"32 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Banyule%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"123","Darebin, VIC, Australia","Melbourne VIC, Australia",12.44,"12.4 km",2042,34.03,0.57,"34 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Darebin%20-%20North%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"124","Kinglake VIC 3763, Australia","Melbourne VIC, Australia",59.42,"59.4 km",4613,76.88,1.28,"1 hour 17 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Nillumbik%20-%20Kinglake%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"125","Wallan VIC 3756, Australia","Melbourne VIC, Australia",63.52,"63.5 km",3342,55.7,0.93,"56 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Whittlesea%20-%20Wallan%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"126","Keilor VIC 3036, Australia","Melbourne VIC, Australia",20.71,"20.7 km",1454,24.23,0.4,"24 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Keilor%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"127","Macedon Ranges, VIC, Australia","Melbourne VIC, Australia",68.7,"68.7 km",3703,61.72,1.03,"1 hour 2 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Macedon%20Ranges%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"128","Moreland, VIC, Australia","Melbourne VIC, Australia",13.32,"13.3 km",1473,24.55,0.41,"25 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Moreland%20-%20North%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"129","Sunbury VIC 3429, Australia","Melbourne VIC, Australia",40.96,"41.0 km",2383,39.72,0.66,"40 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Sunbury%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"130","Broadmeadows VIC 3047, Australia","Melbourne VIC, Australia",17.88,"17.9 km",1660,27.67,0.46,"28 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Tullamarine%20-%20Broadmeadows%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"131","Knox, VIC, Australia","Melbourne VIC, Australia",35.58,"35.6 km",2414,40.23,0.67,"40 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Knox%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"132","Manningham, VIC, Australia","Melbourne VIC, Australia",24,"24.0 km",1998,33.3,0.56,"33 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Manningham%20-%20East%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"133","Maroondah, VIC, Australia","Melbourne VIC, Australia",30.48,"30.5 km",2163,36.05,0.6,"36 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Maroondah%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"134","Whitehorse, VIC, Australia","Melbourne VIC, Australia",24.33,"24.3 km",1994,33.23,0.55,"33 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Whitehorse%20-%20East%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"135","Yarra Ranges, VIC, Australia","Melbourne VIC, Australia",79.19,"79.2 km",5215,86.92,1.45,"1 hour 27 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Yarra%20Ranges%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"136","Cardinia VIC 3978, Australia","Melbourne VIC, Australia",63.84,"63.8 km",3344,55.73,0.93,"56 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Cardinia%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"137","90-92 Victor Cres, Narre Warren VIC 3805, Australia","Melbourne VIC, Australia",44.96,"45.0 km",2532,42.2,0.7,"42 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Casey%20-%20North%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"138","Casey, VIC, Australia","Melbourne VIC, Australia",52.11,"52.1 km",3085,51.42,0.86,"51 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Casey%20-%20South%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"139","Dandenong VIC 3175, Australia","Melbourne VIC, Australia",36.02,"36.0 km",2290,38.17,0.64,"38 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Dandenong%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"140","Monash, VIC, Australia","Melbourne VIC, Australia",23.83,"23.8 km",1825,30.42,0.51,"30 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Monash%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"141","Brimbank, VIC, Australia","Melbourne VIC, Australia",24.11,"24.1 km",1789,29.82,0.5,"30 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Brimbank%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"142","Hobsons Bay, VIC, Australia","Melbourne VIC, Australia",14.76,"14.8 km",1451,24.18,0.4,"24 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Hobsons%20Bay%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"143","Maribyrnong VIC 3032, Australia","Melbourne VIC, Australia",10.94,"10.9 km",1442,24.03,0.4,"24 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Maribyrnong%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"144","Bacchus Marsh VIC 3340, Australia","Melbourne VIC, Australia",58.13,"58.1 km",3038,50.63,0.84,"51 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Melton%20-%20Bacchus%20Marsh%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"145","Wyndham, VIC, Australia","Melbourne VIC, Australia",35.72,"35.7 km",2276,37.93,0.63,"38 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Wyndham%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"146","Frankston VIC 3199, Australia","Melbourne VIC, Australia",56.5,"56.5 km",2950,49.17,0.82,"49 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Frankston%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"147","Mornington Peninsula, VIC, Australia","Melbourne VIC, Australia",73.47,"73.5 km",3920,65.33,1.09,"1 hour 5 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Mornington%20Peninsula%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"148","Grampians VIC 3314, Australia","Melbourne VIC, Australia",290.93,"291 km",13127,218.78,3.65,"3 hours 39 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Grampians%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"149","Mildura VIC 3500, Australia","Melbourne VIC, Australia",546.47,"546 km",21543,359.05,5.98,"5 hours 59 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Mildura%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"150","481 Campbell St, Swan Hill VIC 3585, Australia","Melbourne VIC, Australia",335.27,"335 km",13492,224.87,3.75,"3 hours 45 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Murray%20River%20-%20Swan%20Hill%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"151","Campaspe, VIC, Australia","Melbourne VIC, Australia",193.54,"194 km",9007,150.12,2.5,"2 hours 30 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Campaspe%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"152","Moira, VIC, Australia","Melbourne VIC, Australia",245.57,"246 km",10027,167.12,2.79,"2 hours 47 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Moira%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"153","Shepparton VIC 3630, Australia","Melbourne VIC, Australia",190.38,"190 km",7755,129.25,2.15,"2 hours 9 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Shepparton%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"154","Glenelg River, Rocklands VIC 3401, Australia","Melbourne VIC, Australia",355.56,"356 km",14608,243.47,4.06,"4 hours 3 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Glenelg%20-%20Southern%20Grampians%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"155","Colac VIC 3250, Australia","Melbourne VIC, Australia",152.25,"152 km",6816,113.6,1.89,"1 hour 54 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Colac%20-%20Corangamite%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"156","Warrnambool VIC 3280, Australia","Melbourne VIC, Australia",256.66,"257 km",10921,182.02,3.03,"3 hours 2 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Warrnambool%2c%20Vic%2c%20Australia&destinations=Melbourne%2c%20Vic%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"157","Capalaba QLD 4157, Australia","Brisbane QLD, Australia",19.74,"19.7 km",1825,30.42,0.51,"30 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Capalaba%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"158","12 Emmett Dr, Cleveland QLD 4163, Australia","Brisbane QLD, Australia",29.55,"29.6 km",2569,42.82,0.71,"43 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Cleveland%20-%20Stradbroke%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"159","Wynnum Esplanade, Wynnum QLD 4178, Australia","Brisbane QLD, Australia",30.36,"30.4 km",1948,32.47,0.54,"32 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Wynnum%20-%20Manly%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"160","1969 Gympie Rd, Bald Hills QLD 4036, Australia","Brisbane QLD, Australia",20.12,"20.1 km",1691,28.18,0.47,"28 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Bald%20Hills%20-%20Everton%20Park%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"161","Chermside QLD 4032, Australia","Brisbane QLD, Australia",12.81,"12.8 km",1109,18.48,0.31,"18 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Chermside%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
"162","Nundah QLD 4012, Australia","Brisbane QLD, Australia",12.94,"12.9 km",1029,17.15,0.29,"17 mins","OK","OK","","https://maps.googleapis.com/maps/api/distancematrix/json?origins=Nundah%2c%20Qld%2c%20Australia&destinations=Brisbane%2c%20Qld%2c%20Australia&units=metric&mode=driving&language=en-EN&key="
